image_id,human_cov,pred_cov
NLB_537863837EDR_F0600888NCAM00207M1,7.526354131357718,2.5624699191163667
NLB_455909669EDR_F0350238NCAM00257M1,0.0,0.0
NLB_526586192EDR_F0572582NCAM00298M1,100.0,100.0
NLA_594751551EDR_F0730550NCAM00354M1,93.2163607600811,98.20230466357151
NLB_606739745EDR_F0750750NCAM00296M1,0.0,0.0
NLB_590134705EDR_F0722464NCAM00309M1,99.95410376311523,99.91986968478314
NLB_461587528EDR_F0401378NCAM00346M1,69.97314566598278,64.91190182205717
NLB_453957460EDR_F0321020NCAM00285M1,0.0,0.0
NLA_401225856EDR_F0041632NCAM00426M1,0.0,0.0
NLA_399365176EDR_F0030100NCAM00305M1,0.0,0.0
NLB_574254011EDR_F0681816NCAM00259M1,0.0,0.0
NLB_524621967EDR_F0562428NCAM00283M1,100.0,100.0
NLB_454400456EDR_F0330308NCAM00289M1,0.0,0.0
NLB_452097031EDR_F0311330NCAM00375M1,99.29361711057135,99.06357708308195
NLB_462392590EDR_F0402040NCAM03493M1,0.0,0.0
NLB_446411826EDR_F0271124NCAM00277M1,0.6007873263796781,0.0
NLB_467371176EDR_F0440190NCAM00290M1,100.0,98.87640812214865
NLB_547357340EDR_F0623350NCAM00207M1,0.0,0.0
NLA_408594921EDR_F0051398NCAM00220M1,100.0,100.0
NLB_447919789EDR_F0290974NCAM00379M1,0.0,0.0
NLB_495331991EDR_F0492902NCAM00207M1,0.0,0.0
NLB_545660315EDR_F0621080NCAM00312M1,91.51909385034455,44.126940831651915
NLB_535548844EDR_F0593016NCAM00654M1,70.16932974883899,81.89545051932372
NLB_433817134EDR_F0170676NCAM00285M1,0.0,0.0
NLB_462216178EDR_F0401850NCAM07753M1,0.0,0.0
NLB_551885056EDR_F0641470NCAM00312M1,71.12705098384359,76.4233356383982
NLB_524889316EDR_F0570462NCAM07753M1,100.0,99.83599658109274
NLA_406377861EDR_F0050178NCAM00338M1,0.0,0.0
NLB_547358686EDR_F0623350NCAM00207M1,0.0,0.990887708363609
NLB_499860753EDR_F0501582NCAM00385M1,99.15385635449287,89.40122203747718
NLB_532524054EDR_F0592632NCAM00385M1,96.91762450513988,97.62976562759906
NLB_421820983EDR_F0060082NCAM00364M1,100.0,100.0
NLB_524621906EDR_F0562428NCAM00283M1,85.87762563377368,76.88795571344808
NLB_429283753EDR_F0120000NCAM00364M1,0.0,0.0
NLB_538383197EDR_F0602010NCAM00653M1,64.7809859609819,65.00249712082756
NLB_474203213EDR_F0450000NCAM00267M1,85.46625136471646,90.39731980390897
NLB_430876201EDR_F0140384NCAM00385M1,0.0,0.0
NLB_498704075EDR_F0500676NCAM00323M1,100.0,99.93622135165313
NLB_545659173EDR_F0621044NCAM00385M1,78.53971700994198,81.48512096637373
NLB_537864511EDR_F0600888NCAM00207M1,9.405997464330397,7.552076262247557
NLB_485387032EDR_F0480876NCAM00348M1,0.0,0.0
NLB_468249586EDR_F0440832NCAM00403M1,100.0,100.0
NLB_424835191EDR_F0060646NCAM00246M1,100.0,93.71736047965942
NLB_458837951EDR_F0390924NCAM00354M1,0.0,0.0
NLB_453868953EDR_F0320794NCAM00283M1,0.0,0.0
NLB_565634836EDR_F0670782NCAM00258M1,0.0,0.0
NLB_551700603EDR_F0641194NCAM07753M1,87.47274221414105,87.57390068352066
NLB_576111407EDR_F0691330NCAM00386M1,85.20831505541864,75.06028388592453
NLA_594751575EDR_F0730550NCAM00354M1,63.91308298103121,63.05465852025256
NLB_463010033EDR_F0410592NCAM00354M1,99.74541032906666,0.0
NLB_558096658EDR_F0653308NCAM00353M1,100.0,100.0
NLB_442415567EDR_F0250190NCAM00470M1,0.0,0.0
NLB_484061592EDR_F0470598NCAM00320M1,37.30525670844032,30.9519394718703
NLB_519214170EDR_F0542784NCAM00654M1,100.0,100.0
NLB_464342263EDR_F0421020NCAM00282M1,90.65809068520933,93.4274373460814
NLB_509714813EDR_F0530186NCAM00293M1,100.0,100.0
NLB_526398520EDR_F0572296NCAM00294M1,100.0,100.0
NLB_575674061EDR_F0690714NCAM00275M1,0.0,0.0
NLB_526582580EDR_F0572542NCAM00385M1,100.0,100.0
NLB_549382045EDR_F0631840NCAM00320M1,10.507532676140265,18.61298582414688
NLB_517438356EDR_F0541610NCAM00207M1,31.791469032733723,43.537423663227514
NLB_584719519EDR_F0712876NCAM00353M1,100.0,100.0
NLA_399455545EDR_F0030260NCAM00412M1,0.0,0.0
NLB_613396274EDR_F0760274NCAM00375M1,0.0,0.3881121703476371
NLB_510778519EDR_F0531182NCAM00354M1,100.0,92.87755255947243
NLB_571412705EDR_F0680214NCAM00320M1,0.0,2.0119381530865117
NLB_443215156EDR_F0250750NCAM00274M1,0.0,0.0
NLA_401317134EDR_F0042002NCAM00432M1,0.0,0.0
NLB_461940348EDR_F0401378NCAM00207M1,55.500915112428096,52.654915461042364
NLB_564476773EDR_F0670000NCAM00320M1,0.0,3.334425432524123
NLB_446501152EDR_F0280000NCAM00279M1,22.31406676731743,20.767145927152058
NLB_442416061EDR_F0250208NCAM00385M1,0.0,0.0
NLB_622009944EDR_F0763002NCAM00309M1,100.0,94.73303344113131
NLA_401754690EDR_F0042154NCAM00307M1,0.0,0.0
NLB_425639757EDR_F0060804NCAM00350M1,0.0,0.0
NLB_474901086EDR_F0450000NCAM00323M1,75.62407023396295,78.1307758193211
NLB_429901546EDR_F0120690NCAM00272M1,0.0,0.0
NLB_534543782EDR_F0592830NCAM00323M1,100.0,99.0040726472207
NLB_428653864EDR_F0110302NCAM05114M1,0.0,0.0
NLA_597690185EDR_F0731010NCAM00291M1,0.0,0.0
NLB_493646693EDR_F0491420NCAM00354M1,100.0,100.0
NLB_513350148EDR_F0540010NCAM00354M1,100.0,100.0
NLB_606305215EDR_F0750264NCAM00293M1,0.0,0.0
NLB_456271876EDR_F0360000NCAM00262M1,0.0,0.0
NLB_530925262EDR_F0590000NCAM07753M1,100.0,100.0
NLB_567056981EDR_F0671714NCAM00269M1,90.63138140759952,80.86427808646457
NLB_435145446EDR_F0191066NCAM00238M1,0.0,0.0
NLB_543805587EDR_F0620036NCAM00385M1,8.93244470163326,8.79396182741522
NLB_421445043EDR_F0060000NCAM12754M1,100.0,96.1867241268412
NLB_526585682EDR_F0572582NCAM00297M1,100.0,1.0226913265676285
NLA_594662602EDR_F0730448NCAM00280M1,0.0,0.49795726113634664
NLB_433893441EDR_F0170820NCAM00276M1,0.0,0.0
NLB_531909482EDR_F0591962NCAM00385M1,80.92060924652918,83.99722467125834
NLA_398920017EDR_F0030078NCAM00303M1,0.0,0.0
NLA_403353568EDR_F0050104NCAM00326M1,0.0,0.0018138697550822362
NLA_398920052EDR_F0030078NCAM00303M1,0.0,0.0
NLB_433178576EDR_F0160328NCAM00397M1,0.0,0.0
NLB_471272017EDR_F0442062NCAM00260M1,92.8322440087146,93.85712647632151
NLB_607359703EDR_F0751350NCAM00254M1,0.0,0.0
NLB_552495584EDR_F0641890NCAM07753M1,0.0,0.04112390270355767
NLB_467981449EDR_F0440478NCAM00403M1,100.0,100.0
NLB_561731744EDR_F0661804NCAM00287M1,100.0,100.0
NLB_531368547EDR_F0590936NCAM00272M1,92.89584836708617,94.22091506729603
NLB_584640609EDR_F0712876CCAM03108M1,100.0,100.0
NLB_556135437EDR_F0650646NCAM00273M1,29.272133827834313,32.412255128844755
NLB_528262915EDR_F0580774NCAM00654M1,94.37158142930664,97.10093236466349
NLB_616152828EDR_F0761786NCAM00354M1,100.0,99.76769826864967
NLB_456537446EDR_F0361146NCAM00267M1,0.0,0.0
NLB_532080936EDR_F0592242NCAM07753M1,97.10068403177675,97.99886669291425
NLB_447121725EDR_F0280880NCAM00379M1,0.0,0.0
NLB_495506472EDR_F0500000NCAM00354M1,99.89364068448356,99.97954628547761
NLB_431052963EDR_F0141132NCAM00354M1,0.0,0.0
NLB_454665981EDR_F0331036NCAM00354M1,0.0,0.0
NLB_584099733EDR_F0711818NCAM00295M1,100.0,69.37647051069972
NLB_570614741EDR_F0680214NCAM00312M1,0.0,0.0
NLB_576737968EDR_F0691648NCAM00320M1,0.0,0.0
NLB_541570888EDR_F0611140NCAM00207M1,0.0,0.0005756207350101166
NLA_597418106EDR_F0730800NCAM00289M1,0.2903493015960672,6.255888824683106
NLB_483084075EDR_F0470000NCAM07753M1,0.0,0.0
NLA_597857863EDR_F0731206NCAM00299M1,0.0,7.128456900591601
NLB_549920775EDR_F0632372NCAM00312M1,89.09411449207565,93.12249038242994
NLB_541766138EDR_F0611140NCAM00353M1,1.7663662131654416,1.3897067062079684
NLB_460434769EDR_F0400366NCAM07812M1,0.0,0.0
NLB_450136764EDR_F0310108NCAM00482M1,95.07070123310992,99.19310765055813
NLB_613755288EDR_F0760832CCAM02436M1,0.0,0.0
NLB_426712384EDR_F0070270NCAM05114M1,0.0,0.0
NLB_455739635EDR_F0341120NCAM00354M1,0.0,0.0
NLB_513706597EDR_F0540088NCAM00354M1,100.0,100.0
NLB_460526756EDR_F0400480NCAM00350M1,1.7030524122513668,0.0
NLB_429725255EDR_F0120560NCAM00270M1,0.0,0.0
NLB_617391383EDR_F0762810NCAM00271M1,80.56833975288379,45.81782654328787
NLB_429901881EDR_F0120690NCAM00354M1,0.0,0.0
NLB_486005519EDR_F0481570NCAM07813M1,100.0,100.0
NLB_516627988EDR_F0540992NCAM00376M1,100.0,100.0
NLA_594407312EDR_F0730046NCAM00277M1,25.697003882411533,10.900755480080889
NLB_446240424EDR_F0271004NCAM00273M1,0.3503881172948244,0.0
NLB_557477945EDR_F0652882NCAM00295M1,100.0,99.9333682207272
NLB_615352151EDR_F0761666NCAM00354M1,100.0,94.59743018496451
NLB_457338118EDR_F0380058NCAM00277M1,0.0,0.0
NLB_449782075EDR_F0301338NCAM00386M1,0.0,0.0
NLB_451027392EDR_F0311094NCAM00272M1,26.69795455961,18.248203443127128
NLB_446495353EDR_F0271214NCAM00470M1,0.0,0.0
NLB_458124363EDR_F0380948NCAM00479M1,0.0,0.0
NLA_600962770EDR_F0731206NCAM00320M1,3.2830409017152333,3.1214212208899084
NLB_460085368EDR_F0400000NCAM00350M1,4.9955694057056546,0.0
NLB_564315106EDR_F0670000NCAM00207M1,0.0,1.1281047601349565
NLB_495147795EDR_F0492866NCAM00385M1,0.20779737125216335,0.0
NLB_483083920EDR_F0470000NCAM00354M1,0.0,0.0
NLB_481743232EDR_F0451276NCAM00285M1,3.1248241177022376,0.0
NLB_501193122EDR_F0510268NCAM00354M1,100.0,93.27966537752917
NLB_459190237EDR_F0391332NCAM00385M1,0.0,0.0
NLA_400871510EDR_F0040404NCAM00409M1,0.0,0.0
NLB_510598180EDR_F0531056NCAM06654M1,99.48258219096881,99.48258219096881
NLB_570686368EDR_F0680214CCAM04950M1,0.0,0.0
NLB_569459990EDR_F0672420NCAM00320M1,100.0,100.0
NLB_446772253EDR_F0280634NCAM00283M1,0.0,0.0
NLB_613669347EDR_F0760664NCAM00354M1,0.0,0.0
NLB_522844433EDR_F0560774NCAM00267M1,100.0,99.61206949345228
NLB_546992923EDR_F0623050NCAM00265M1,100.0,99.65646715734337
NLB_424307723EDR_F0060450NCAM00350M1,100.0,55.51113695466072
NLB_430878159EDR_F0140454NCAM00285M1,0.0,0.0
NLB_512995563EDR_F0540000NCAM07753M1,73.14673576372005,53.239590480060215
NLB_508027715EDR_F0521370NCAM00223M1,100.0,100.0
NLA_412233618EDR_F0060000NCAM00364M1,85.64792226921361,87.8483213748101
NLB_436560436EDR_F0220000NCAM00260M1,90.63679870695643,77.08677955543209
NLB_502701280EDR_F0511800NCAM00265M1,94.548594385023,95.5539914227321
NLA_411960951EDR_F0052200NCAM00359M1,99.99694765223585,14.740423258889962
NLB_444289916EDR_F0260000NCAM00252M1,0.0,0.0
NLB_435324625EDR_F0200000NCAM00251M1,0.0,0.0
NLB_427948638EDR_F0090366NCAM00255M1,0.0,0.0
